year,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_ADV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,RENEWABLE,PENETRATION
2030,0.0,7369.614257018717,0.0,67915.18371169947,101183.25676368902,12882.907417364482,15669.173254183634,28552.080671548116,0.12214793870181012
2030,0.0,6111.416485565195,0.0,65883.05449422123,101183.256763689,12742.977932341435,17619.196619663995,30362.174552005432,0.1298916558374564
2030,0.0,5868.312152344128,0.0,69084.94490902002,101183.2567636891,9885.272661050421,17232.110929527327,27117.38359057775,0.11601019717894225
2030,0.0,6705.264295923506,0.0,64599.82893515054,101183.25676368912,14300.388727258478,17449.808305313716,31750.197032572192,0.13582971992544254
2030,0.0,5208.609239962285,0.0,66583.35775331009,101183.25676368926,11933.198645272496,17569.354177784913,29502.55282305741,0.12621412972430976
2030,0.0,6428.289145642221,0.0,65931.54113435757,101183.25676368896,13460.480685591458,16909.126395993084,30369.60708158454,0.1299234527554419
2030,0.0,5402.542052975069,0.0,66144.74214750051,101183.25676368899,14052.459706585423,15922.932089289492,29975.391795874915,0.12823697024973227
2030,0.0,5036.826418130617,0.0,64769.95068348408,101183.2567636893,13206.265873552422,18079.378904232984,31285.644777785405,0.13384233060015147
2030,0.0,6396.195467830183,0.0,69773.86169286937,101183.25676368899,9797.68255400442,16723.940114947516,26521.622668951935,0.11346148735380507
2030,0.0,7475.917843905691,0.0,65055.309337343824,101183.25676368903,14363.829273328423,17066.88526975239,31430.714543080816,0.13446294991692329
2030,0.0,5993.951794833359,0.0,70985.46975342846,101183.25676368902,8970.555366218467,16268.47474029517,25239.030106513637,0.10797446034872145
2030,0.0,6678.718606544395,0.0,69602.95749651943,101183.256763689,11073.210762486417,15669.17325418366,26742.384016670076,0.1144059209269308
2030,0.0,4983.351460078082,0.0,68657.12028310038,101183.25676368926,9769.842061232514,17619.196619663988,27389.0386808965,0.11717235799314012
2030,0.0,5625.824665971054,0.0,69404.8059626857,101183.25676368918,9522.619919251312,17232.110929527396,26754.73084877871,0.1144587415990533
2030,0.0,6199.133631718642,0.0,64706.0982298105,101183.25676368899,14104.802130208936,17449.808305313712,31554.61043552265,0.13499298582041774
2030,0.0,4578.075022096025,0.0,67196.76309830043,101183.25676368912,11208.522543045045,17569.354177784873,28777.876720829918,0.12311391110515472
2030,0.0,6024.41895791566,0.0,66738.2551040862,101183.25676368919,12582.495469407946,16909.126395993047,29491.621865400994,0.12616736626909517
2030,0.0,4316.993264117843,0.0,70474.58140225163,101183.25676368902,9531.052661298341,15922.93208928946,25453.9847505878,0.10889405240893175
2030,0.0,3923.7594699430542,0.0,68645.27547968036,101183.25676368865,9134.517658943847,18079.378904232977,27213.896563176822,0.11642308690129122
2030,0.0,5736.752602868128,0.0,69448.75719282005,101183.25676368932,10006.414740026306,16723.940114947574,26730.35485497388,0.11435445927261553
2030,0.0,6698.795607685953,0.0,67502.45909712379,101183.25676368919,11779.540329337133,17066.885269752416,28846.425599089547,0.123407168338351
2030,0.0,5797.2545900277,0.0,71783.17995457943,101183.25676368903,8138.134101463521,16268.474740295089,24406.60884175861,0.10441329985779085
2030,0.0,5587.977532618385,0.0,70568.90767121075,101183.25676368909,9914.77704991592,15669.173254183686,25583.950304099606,0.1094500547768967
2030,0.0,5733.664555180908,0.0,64149.67789226512,101183.2567636888,14409.692824670925,17619.196619664002,32028.889444334927,0.13702198692763606
2030,0.0,5879.156515673029,0.0,67589.6146840005,101183.25676368928,11382.516698463889,17232.110929527422,28614.62762799131,0.12241551926413395
2030,0.0,5930.88302074727,0.0,63602.63794945232,101183.256763689,15160.92448075693,17449.808305313803,32610.732786070734,0.13951115630404592
2030,0.0,4545.463187050537,0.0,66339.12858115905,101183.25676368947,12060.402021417873,17569.35417778494,29629.756199202813,0.12675831529070722
2030,0.0,6620.752369759251,0.0,61864.29807204178,101183.25676368953,17561.687655378933,16909.126395992887,34470.814051371824,0.14746872321442492
2030,0.0,5851.1958811309505,0.0,65738.64313541334,101183.25676368923,14537.732732119965,15922.932089289421,30460.664821409388,0.13031300458356956
2030,0.0,5212.693519629765,0.0,64699.84629285319,101183.25676368937,13307.406131959911,18079.378904233025,31386.785036192938,0.13427501619761684
2030,0.0,6347.909627752145,0.0,66526.07006806828,101183.25676368913,13036.95290139396,16723.940114947633,29760.893016341593,0.12731932841215654
2030,0.0,6105.843179733517,0.0,67372.13497072039,101183.25676368905,11805.225442256913,17066.88526975247,28872.110712009384,0.1235170511743717
2030,0.0,5871.086469670986,0.0,67791.30203615059,101183.25676368875,12143.041137698925,16268.474740295223,28411.51587799415,0.12154659199141882
2030,0.0,6214.934947388623,0.0,68295.13340080944,101183.25676368932,12299.19089569719,15669.173254183603,27968.364149880792,0.11965075572141515
2030,0.0,5552.003081132427,0.0,65295.90958049701,101183.2567636892,13231.40300866218,17619.196619663977,30850.599628326156,0.1319811748805397
2030,0.0,6219.089428067496,0.0,69024.97528343825,101183.25676368907,10007.144404970219,17232.110929527415,27239.255334497633,0.11653157362351929
2030,0.0,6782.9914884840155,0.0,63735.913674155636,101183.25676368922,15178.020539084246,17449.80830531379,32627.828844398035,0.1395842945214889
2030,0.0,5631.61556776329,0.0,67790.11654120065,101183.25676368919,10801.08796265018,17569.354177784888,28370.442140435065,0.12137087546710189
2030,0.0,6913.859706090491,0.0,65943.5216675303,101183.25676368918,13534.1891021642,16909.12639599309,30443.31549815729,0.1302387828798173
2030,0.0,6425.834587048604,0.0,64455.72664332859,101183.25676368912,15922.056407284228,15922.932089289485,31844.988496573715,0.1362352449051282
2030,0.0,5435.591125597084,0.0,64076.665940552906,101183.25676368916,13969.921227314235,18079.37890423305,32049.300131547287,0.13710930537560337
2030,0.0,6319.986553059969,0.0,69029.44787295861,101183.25676368925,10528.648053394212,16723.940114947614,27252.588168341827,0.11658861248488482
2030,0.0,6237.195652857328,0.0,66482.75986542906,101183.25676368878,12717.78017383217,17066.885269752387,29784.665443584556,0.12742102863565585
2030,0.0,5995.371328278217,0.0,70671.58882120953,101183.25676368912,9284.686963916223,16268.474740295213,25553.161704211438,0.10931833884154625
2030,0.0,5722.587108859292,0.0,68238.04668673995,101183.25676368951,12269.392076793643,15669.1732541836,27938.565330977246,0.11952327414321816
2030,0.0,5647.321081831537,0.0,65883.90546027018,101183.25676368903,12660.228056043654,17619.19661966396,30279.42467570761,0.1295376456714764
2030,0.0,5631.972960382246,0.0,68084.23016201038,101183.25676368918,10844.280576950654,17232.110929527356,28076.39150647801,0.12011290484054762
2030,0.0,5628.031345440848,0.0,64010.23759221023,101183.25676368894,14699.880273217595,17449.808305313756,32149.68857853135,0.1375387746675138
2030,0.0,5473.328390971635,0.0,68537.9753402198,101183.25676368934,10025.295885119607,17569.354177784877,27594.650062904482,0.11805197887873575
2030,0.0,6480.992225615787,0.0,64280.901000858285,101183.2567636893,15120.421298538598,16909.126395992935,32029.54769453153,0.13702480297125788
2030,0.0,5083.626744632014,0.0,68906.76641039467,101183.25676368909,11234.156351407677,15922.932089289523,27157.0884406972,0.11618005750030888
2030,0.0,4954.126974816904,0.0,65403.85936412837,101183.25676368909,12557.763300782646,18079.378904233083,30637.142205015727,0.13106798804284803
2030,0.0,5887.209761753795,0.0,69381.16870605007,101183.2567636892,10100.554271995656,16723.94011494761,26824.49438694327,0.11475719523825997
2030,0.0,5776.328619664976,0.0,66333.48857543968,101183.25676368909,12785.72256234663,17066.88526975245,29852.60783209908,0.12771169126031692
2030,0.0,5564.688682052079,0.0,69505.58687410106,101183.25676368923,10374.686229839694,16268.474740295176,26643.16097013487,0.11398143730538983
2030,0.0,6750.40270315,0.0,66277.57082747894,101183.25676368897,14411.247649731342,15669.173254183614,30080.420903914957,0.12868629263706935
2030,0.0,5900.3300571172,0.0,63902.51921261524,101183.25676368918,14686.262789337336,17619.196619663948,32305.459409001283,0.13820517394225149
2030,0.0,6179.2766078455,0.0,66156.18694935016,101183.25676368913,12868.906878067368,17232.110929527345,30101.01780759471,0.1287744077330255
2030,0.0,6274.663509229738,0.0,64167.27042605496,101183.25676368889,14656.958909420393,17449.808305313778,32106.767214734173,0.13735515385982533
2030,0.0,5322.6469798706,0.0,68003.84394835867,101183.25676368897,10532.83662070338,17569.354177784953,28102.190798488333,0.1202232761432656
2030,0.0,7199.841677319629,0.0,64012.50578349108,101183.25676368884,15515.672321059357,16909.126395993073,32424.79871705243,0.13871571643658792
2030,0.0,6476.416311971613,0.0,65088.54457624112,101183.2567636892,15298.164628575323,15922.932089289483,31221.096717864806,0.13356618916733606
2030,0.0,5545.893897504667,0.0,64727.236605548285,101183.25676368902,13338.81553561638,18079.37890423307,31418.194439849452,0.13440938797796556
2030,0.0,6148.1909459674025,0.0,65957.79328404341,101183.25676368875,13569.985414944389,16723.94011494758,30293.92552989197,0.12959968141130254
2030,0.0,5899.2977934112505,0.0,64842.03090177531,101183.25676368894,14298.880102349345,17066.885269752398,31365.76537210174,0.13418509250097002
2030,0.0,6094.280393115159,0.0,69429.7076005613,101183.25676368916,10544.023056212352,16268.474740295233,26812.497796507585,0.11470587292623566
2030,0.0,6199.931852330242,0.0,68298.75309723141,101183.25676368867,12292.923304163425,15669.173254183692,27962.09655834712,0.11962394249560265
2030,0.0,6030.067253906672,0.0,64702.65109141036,101183.2567636891,13909.025739316448,17619.19661966399,31528.22235898044,0.13488009565339226
2030,0.0,5672.855818262556,0.0,69426.45617075023,101183.25676368923,9509.269378521427,17232.110929527425,26741.38030804885,0.11440162698630524
2030,0.0,5874.240095408464,0.0,65485.23250561764,101183.25676368905,13268.333791324392,17449.8083053137,30718.142096638094,0.13141451164337153
2030,0.0,3932.871419878736,0.0,72709.5093142417,101183.25676368886,5581.916771928407,17569.354177784815,23151.270949713224,0.0990428703731047
2030,0.0,5455.671404926319,0.0,67281.05943538244,101183.25676368891,11939.323625634386,16909.12639599305,28848.45002162744,0.12341582896952916
2030,0.0,6073.6961383569305,0.0,67100.1584632972,101183.25676368894,13215.48211286742,15922.932089289565,29138.414202156986,0.12465631744238283
2030,0.0,5969.753990647341,0.0,63368.84278811973,101183.25676368919,14772.008283353403,18079.378904233075,32851.38718758648,0.14054069385063733
2030,0.0,6283.514019200378,0.0,68150.47202247173,101183.25676368902,11401.187250246407,16723.940114947574,28125.12736519398,0.12032140049280847
2030,0.0,6202.8570555940405,0.0,66547.68542646943,101183.25676368918,12646.795242671385,17066.885269752325,29713.68051242371,0.12711734978576988
2030,0.0,5920.825630155609,0.0,68513.84246635194,101183.25676368893,11429.278577267361,16268.474740295187,27697.75331756255,0.11849306232112321
2030,0.0,5465.154075391731,0.0,71040.89842182974,101183.25676368897,9421.111250228218,15669.173254183648,25090.284504411866,0.10733811552689568
2030,0.0,5603.192674848991,0.0,67984.34393603106,101183.25676368889,10552.001962155755,17619.19661966392,28171.198581819674,0.12051849660671518
2030,0.0,6003.11253923591,0.0,68927.09673568263,101183.25676368909,10066.90940146094,17232.110929527465,27299.020330988405,0.11678725275289158
2030,0.0,5508.609550416011,0.0,67709.39107902015,101183.25676368955,10979.652434260992,17449.80830531374,28429.460739574733,0.12162336145272613
2030,0.0,5399.779934107302,0.0,66489.78441555597,101183.25676368897,12060.507762847374,17569.35417778495,29629.861940632323,0.12675876766045913
2030,0.0,6496.958530929277,0.0,66233.13601551803,101183.25676368913,13171.003631226922,16909.126395993102,30080.130027220024,0.12868504824479154
2030,0.0,5725.847037417242,0.0,65807.68409391058,101183.25676368922,14446.571541504538,15922.932089289481,30369.503630794017,0.12992301018521504
2030,0.0,4756.921559285849,0.0,66002.75868194201,101183.25676368928,11924.063053379145,18079.378904232995,30003.44195761214,0.1283569709416562
2030,0.0,5916.244132802096,0.0,70560.01833347931,101183.25676368935,8926.828410450817,16723.94011494767,25650.768525398486,0.109735908130047
2030,0.0,7830.190639589061,0.0,64120.939362350524,101183.256763689,15360.717359935303,17066.885269752398,32427.602629687703,0.13872771178476023
2030,0.0,6008.407635503357,0.0,70879.08819682975,101183.25676368877,9079.487943120126,16268.474740295203,25347.96268341533,0.10844048206808699
2030,0.0,5719.466619207409,0.0,70348.33017728054,101183.25676368909,10158.55825153964,15669.17325418363,25827.73150572327,0.1104929690084418
2030,0.0,5679.874915152079,0.0,66619.90336207932,101183.25676368877,11929.974879790472,17619.196619663966,29549.171499454438,0.12641356791210454
2030,0.0,5901.614320206585,0.0,66487.13310508344,101183.25676368886,12488.961491445056,17232.11092952742,29721.072420972472,0.12714897292394642
2030,0.0,5008.890772120424,0.0,66276.92356423043,101183.25676368896,12323.93413039787,17449.808305313756,29773.742435711625,0.12737429919021015
2030,0.0,4497.857290635575,0.0,67411.45464291159,101183.25676368902,10979.674889131273,17569.354177784957,28549.029066916228,0.12213488370873253
2030,0.0,4535.486122316431,0.0,70270.04330727883,101183.2567636892,8787.954049743646,16909.126395992964,25697.08044573661,0.10993403399245609
2030,0.0,6206.476517547588,0.0,66091.6923382208,101183.2567636892,14247.379840123425,15922.932089289445,30170.31192941287,0.1290708531739588
2030,0.0,5627.3607773777385,0.0,63556.783303511394,101183.25676368883,14523.64524772444,18079.378904232984,32603.024151957427,0.1394781781901922
2030,0.0,6169.671714718079,0.0,68741.66482486653,101183.25676368909,10789.90458950046,16723.940114947603,27513.844704448064,0.11770628750566016
2030,0.0,6634.0032904332165,0.0,66600.31164266943,101183.25676368905,12670.253737295461,17066.88526975236,29737.139007047823,0.12721770698202278
2030,0.0,6094.557430476354,0.0,66894.98835738032,101183.25676368928,13078.791216942238,16268.474740295198,29347.265957237436,0.12554980088657727
2030,0.0,6833.6019302891655,0.0,67389.51058677018,101183.25676368906,13313.989938947034,15669.17325418357,28983.163193130604,0.12399214200269777
2030,0.0,5747.986768063396,0.0,66278.00305518573,101183.25676368894,12283.894995838398,17619.196619663966,29903.091615502366,0.12792766466525077
2030,0.0,5719.971937390422,0.0,68103.19735134077,101183.25676368929,10840.842267727623,17232.11092952726,28072.953197254887,0.1200981954962776
2030,0.0,6403.933079099668,0.0,62567.86534517955,101183.25676368915,16279.175937531318,17449.808305313734,33728.98424284505,0.14429511975548684
2030,0.0,4696.087417108477,0.0,66968.38225875981,101183.25676368884,11457.728729294335,17569.35417778497,29027.082907079304,0.12418003382707724
2030,0.0,6732.33406014085,0.0,63786.14580300981,101183.25676368923,15659.530648864291,16909.126395992967,32568.65704485726,0.1393311531330792
2030,0.0,5805.505017219527,0.0,66781.76518996982,101183.25676368905,13486.547507451665,15922.93208928951,29409.479596741177,0.1258159554940799
2030,0.0,5989.824741841055,0.0,62869.26420356154,101183.2567636892,15275.128995507106,18079.378904232904,33354.50789974001,0.14269308192402144
2030,0.0,5487.22152077062,0.0,68623.65393694033,101183.25676368906,10787.48343101351,16723.94011494761,27511.423545961123,0.11769592960838983
2030,0.0,6153.909167680733,0.0,68584.492453359,101183.25676368883,10601.350284218912,17066.88526975241,27668.23555397132,0.11836678311859389
2030,0.0,5932.49453702122,0.0,69371.57536868859,101183.25676368905,10573.604611687973,16268.474740295222,26842.079351983193,0.11483242503522222
2030,0.0,6170.390878867585,0.0,69807.49895594936,101183.25676368891,10778.964016823647,15669.173254183648,26448.137271007297,0.11314711131981732
2030,0.0,6367.2869820800115,0.0,67200.85654660013,101183.25676368915,11470.330071595658,17619.196619663973,29089.52669125963,0.12444717301073639
2030,0.0,4810.587503120945,0.0,71771.50304960964,101183.25676368916,7012.05725574315,17232.110929527287,24244.168185270435,0.10371836656800186
2030,0.0,5979.45246430871,0.0,65361.23366471876,101183.25676368922,13410.899821024657,17449.808305313833,30860.70812633849,0.13202441979182242
2030,0.0,5608.42970079237,0.0,67230.52947445167,101183.2567636892,11356.58347487513,17569.354177784913,28925.937652660043,0.12374732685629965
2030,0.0,4616.298287542417,0.0,72534.59742386134,101183.25676368923,6537.661099145938,16909.126395993026,23446.787495138964,0.10030711227866937
2030,0.0,6276.8939127272115,0.0,67376.28251865134,101183.2567636893,12975.216561652824,15922.93208928951,28898.148650942334,0.12362844342649126
2030,0.0,5072.08438222654,0.0,67754.49349443008,101183.25676368907,10227.945525457557,18079.378904233028,28307.324429690583,0.12110085317514688
2030,0.0,5868.869709956578,0.0,72366.79591828784,101183.25676368929,7111.690578674926,16723.940114947643,23835.63069362257,0.10197061259303773
2030,0.0,6783.56207489287,0.0,67037.20542213888,101183.25676368925,12259.75253587887,17066.88526975232,29326.63780563119,0.12546155210965215
2030,0.0,6016.108110631128,0.0,71763.48394030677,101183.25676368896,8196.45141146281,16268.474740295202,24464.92615175801,0.1046627856759701
2030,0.0,7135.420409332733,0.0,58642.76004879934,101183.25676368916,21953.88720178938,15829.28848459797,37783.17568638735,0.16163925427331488
