year,BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,NUCLEAR_ADV,COAL_ADV,NATGAS_ADV
2045,3.6597761,2.35704,33.852813999999995,0.6888,12.42,43.463535,24.6337,0.0,0.0,0.0
2050,3.6597761,2.2556,36.917535,0.6888,12.42,47.287895,26.894852,0.0,0.0,0.0
2025,0.0,7.5059,1.5176733999999998,16.3716,12.42,0.2672,8.7581595,0.0,0.0,0.0
2030,2.4456748999999998,5.04524,26.330877,16.3327,12.42,38.156833,17.217316,0.0,0.0,0.0
2035,2.4456748999999998,2.81574,29.279991000000003,15.903979999999999,12.42,42.494574,19.191443,0.0,0.0,0.0
2040,2.4456748999999998,2.4444,32.229047,5.02332,12.42,46.831676,21.166539,0.0,0.0,0.0
2045,2.4456748999999998,2.35704,35.178067000000006,0.6888,12.42,51.168366999999996,23.142255000000002,0.0,0.0,0.0
2050,2.4456748999999998,2.2556,38.127047,0.6888,12.42,55.504621,25.118633000000003,0.0,0.0,0.0
2025,0.0,7.5059,1.329703,16.3716,12.42,0.2672,9.3031234,0.0,0.0,0.0
2030,6.8666051,5.04524,21.440918,16.3327,12.42,27.030697,16.337447,0.0,0.0,0.0
2035,7.4385757,2.81574,23.816363000000003,15.903979999999999,12.42,29.846194,18.096898,0.0,0.0,0.0
2040,7.4385757,2.4444,27.599069,5.02332,12.42,33.833546999999996,20.633743,0.0,0.0,0.0
2045,7.4385757,2.35704,31.103223999999997,0.6888,12.42,38.014595,23.268484,0.0,0.0,0.0
2050,7.4385757,2.2556,34.607379,0.6888,12.42,42.195643,25.903225,0.0,0.0,0.0
2025,0.0,7.5059,1.4218707,16.3716,12.42,0.2672,9.6160939,7.8167764e-11,0.0,0.0
2030,3.3480374999999998,5.04524,13.887259,16.3327,12.42,22.417555,8.9367339,4.8186439,0.0,0.0
2035,3.3480374999999998,2.81574,16.022165,15.903979999999999,12.42,26.849622,8.773554899999999,5.3291582,0.0,0.0
2040,3.3822633,2.4444,19.559261,5.02332,12.42,32.93403,10.423325,5.3291582,0.0,0.0
2045,3.3822633,2.35704,23.433087,0.6888,12.42,38.806233,12.091697,5.3291582,0.0,0.0
2050,3.3822633,2.2556,27.034544,0.6888,12.42,44.630254,14.132402,5.3291582,0.0,0.0
2025,0.0,7.5059,1.0425159000000002,16.3716,12.42,0.2672,8.5617512,0.0,0.0,0.0
2030,5.5867747,5.04524,21.032828000000002,16.3327,12.42,33.43601,15.16585,0.0,0.0,0.0
2035,5.5867747,2.81574,23.884291,15.903979999999999,12.42,38.31518,17.354868999999997,0.0,0.0,0.0
2040,5.5867747,2.4444,27.170672,5.02332,12.42,42.843939,19.526362000000002,0.0,0.0,0.0
2045,5.5867747,2.35704,30.384401,0.6888,12.42,47.498225,21.692915,0.0,0.0,0.0
2050,5.5867747,2.2556,33.845307,0.6888,12.42,51.939728,23.850432,0.0,0.0,0.0
2025,0.0,7.5059,1.1062247,16.3716,12.42,0.2672,8.7544574,0.0,0.0,0.0
2030,6.6618672,5.04524,20.568548999999997,16.3327,12.42,21.534979,18.964778,2.379451e-09,0.0,0.0
2035,6.6618672,2.81574,23.438828,15.903979999999999,12.42,25.14565,21.99633,3.4265696000000004e-09,0.0,0.0
2040,6.6618672,2.4444,26.209352,5.02332,12.42,28.806398,25.088712,3.4265696000000004e-09,0.0,0.0
2045,6.6618672,2.35704,29.827825,0.6888,12.42,32.349802,27.557359,3.4266154e-09,0.0,0.0
2050,6.6618672,2.2556,33.000955000000005,0.6888,12.42,36.013278,30.366555,3.4266154e-09,0.0,0.0
2025,0.0,7.5059,1.3501283000000002,16.3716,12.42,0.2672,8.687055399999998,0.0,0.0,0.0
2030,3.5412485,5.04524,24.807907,16.3327,12.42,39.925036999999996,14.588996999999999,0.0,0.0,0.0
2035,3.5412485,2.81574,27.886195999999998,15.903979999999999,12.42,44.511165,16.591839,0.0,0.0,0.0
2040,3.5412485,2.4444,30.957183,5.02332,12.42,49.946743000000005,18.021774,0.0,0.0,0.0
2045,3.5412485,2.35704,34.028731,0.6888,12.42,55.361255,19.465768,0.0,0.0,0.0
2050,3.5412485,2.2556,37.113023999999996,0.6888,12.42,60.297290999999994,21.229069,0.0,0.0,0.0
2025,0.0,7.5059,1.5190755,16.3716,12.42,0.2672,8.5493872,0.0,0.0,0.0
2030,7.4750096,5.04524,18.617562000000003,16.3327,12.42,25.463615,16.361697,0.0,0.0,0.0
2035,7.4750096,2.81574,21.497484,15.903979999999999,12.42,29.780545999999998,19.125988,0.0,0.0,0.0
2040,7.4750096,2.4444,25.084193,5.02332,12.42,33.622436,21.767606,0.0,0.0,0.0
2045,7.4750096,2.35704,28.376595000000002,0.6888,12.42,37.71276,24.453597000000002,0.0,0.0,0.0
2050,7.4750096,2.2556,31.448977,0.6888,12.42,41.972029,27.174141,0.0,0.0,0.0
2025,0.0,7.5059,1.0774035,16.3716,12.42,0.2672,8.894807199999999,0.0,0.0,0.0
2030,3.5017721,5.04524,25.659202,16.3327,12.42,35.005936,15.987734,3.296153e-09,0.0,0.0
2035,3.5017721,2.81574,28.839622,15.903979999999999,12.42,39.373489,17.945613,3.2972566e-09,0.0,0.0
2040,3.5017721,2.4444,32.020041,5.02332,12.42,43.741040999999996,19.903492,3.2972566e-09,0.0,0.0
2045,3.5017721,2.35704,35.200461000000004,0.6888,12.42,48.108593,21.861369999999997,3.2972566e-09,0.0,0.0
2050,3.5017721,2.2556,38.38088,0.6888,12.42,52.476144999999995,23.819249,3.2972566e-09,0.0,0.0
2025,0.0,7.5059,1.4803963000000002,16.3716,12.42,0.2672,9.5570952,0.0,0.0,0.0
2030,5.682115,5.04524,23.087804,16.3327,12.42,33.58118,16.004905,0.0,0.0,0.0
2035,6.0847185,2.81574,26.387233000000002,15.903979999999999,12.42,36.670286,17.616152999999997,0.0,0.0,0.0
2040,6.0847185,2.4444,29.820358,5.02332,12.42,41.303365,20.001587999999998,0.0,0.0,0.0
2045,6.0847185,2.35704,33.342631999999995,0.6888,12.42,45.86943,22.358097,0.0,0.0,0.0
2050,6.0847185,2.2556,35.887367,0.6888,12.42,51.17031,25.03179,0.0,0.0,0.0
2025,0.0,7.5059,1.359873,16.3716,12.42,0.2672,8.3042318,0.0,0.0,0.0
2030,4.345462599999999,5.04524,24.436436,16.3327,12.42,41.721419000000004,13.456535,2.6593627e-11,0.0,0.0
2035,4.345462599999999,2.81574,27.709754,15.903979999999999,12.42,47.121817,15.207153,3.1584311e-11,0.0,0.0
2040,4.345462599999999,2.4444,30.983073,5.02332,12.42,52.522214999999996,16.957771,1.4821491e-09,0.0,0.0
2045,4.345462599999999,2.35704,34.897398,0.6888,12.42,57.319568,18.666154,1.4837852999999998e-09,0.0,0.0
2050,4.345462599999999,2.2556,38.084917999999995,0.6888,12.42,62.800652,20.422485,1.4837852999999998e-09,0.0,0.0
2025,0.0,7.5059,1.4009176,16.3716,12.42,0.2672,9.0466037,0.0,0.0,0.0
2030,4.0188258,5.04524,23.757385,16.3327,12.42,31.32218,18.097178,0.0,0.0,0.0
2035,4.0188258,2.81574,26.703066,15.903979999999999,12.42,35.325672,20.442329,0.0,0.0,0.0
2040,4.0188258,2.4444,29.701179,5.02332,12.42,39.289112,22.783892,0.0,0.0,0.0
2045,4.0188258,2.35704,32.712268,0.6888,12.42,43.238434,25.132686000000003,0.0,0.0,0.0
2050,4.0188258,2.2556,35.718694000000006,0.6888,12.42,47.217228000000006,27.488205,0.0,0.0,0.0
2025,0.0,7.5059,1.5190755,16.3716,12.42,0.2672,8.769356,1.7156735e-10,0.0,0.0
2030,4.3983644,5.04524,22.534804,16.3327,12.42,35.564631,16.290292,1.719019e-10,0.0,0.0
2035,4.3983644,2.81574,25.396514,15.903979999999999,12.42,40.319839,18.435568,1.8154796e-10,0.0,0.0
2040,4.3983644,2.4444,28.258173,5.02332,12.42,45.074852,20.581388,2.3123408e-10,0.0,0.0
2045,4.3983644,2.35704,31.792698,0.6888,12.42,49.258050000000004,22.691412,2.42559e-10,0.0,0.0
2050,4.3983644,2.2556,35.66298200000001,0.6888,12.42,53.157368999999996,24.780296999999997,2.42559e-10,0.0,0.0
2025,0.0,7.5059,1.3308839000000001,16.3716,12.42,0.2672,9.3140723,0.0,0.0,0.0
2030,7.012236,5.04524,19.651074,16.3327,12.42,24.927255000000002,16.785198,0.0,0.0,0.0
2035,7.417998,2.81574,21.895969,15.903979999999999,12.42,28.125676,18.925824000000002,0.0,0.0,0.0
2040,7.417998,2.4444,25.168741,5.02332,12.42,32.005687,21.676771000000002,0.0,0.0,0.0
2045,7.417998,2.35704,28.434658,0.6888,12.42,35.890440000000005,24.43029,0.0,0.0,0.0
2050,7.417998,2.2556,32.024629,0.6888,12.42,39.510574,27.146275000000003,0.0,0.0,0.0
2025,0.0,7.5059,1.4194666,16.3716,12.42,0.2672,9.61788,0.0,0.0,0.0
2030,3.641448,5.04524,13.027198,16.3327,12.42,22.341866999999997,8.93852,4.8181039,0.0,0.0
2035,3.641448,2.81574,13.862632,15.903979999999999,12.42,25.015119,8.4821989,5.6753138,0.0,0.0
2040,3.641448,2.4444,17.249776,5.02332,12.42,29.995892,9.9788442,5.8470913,0.0,0.0
2045,3.641448,2.35704,20.861691999999998,0.6888,12.42,36.31392700000001,11.798341,5.8470913,0.0,0.0
2050,3.641448,2.2556,24.695346,0.6888,12.42,42.11366,13.804253000000001,5.8470913,0.0,0.0
2025,0.0,7.5059,1.0424685,16.3716,12.42,0.2672,8.562873100000001,0.0,0.0,0.0
2030,5.950505199999999,5.04524,20.558425,16.3327,12.42,31.613277999999998,15.522848,0.0,0.0,0.0
2035,5.950505199999999,2.81574,23.414740000000002,15.903979999999999,12.42,36.457206,17.835486,0.0,0.0,0.0
2040,5.950505199999999,2.4444,26.753984,5.02332,12.42,40.90907,20.088759,0.0,0.0,0.0
2045,5.950505199999999,2.35704,30.398709,0.6888,12.42,45.105627,22.304664,0.0,0.0,0.0
2050,5.950505199999999,2.2556,33.653377,0.6888,12.42,49.628178,24.568283,0.0,0.0,0.0
2025,0.0,7.5059,1.1015409,16.3716,12.42,0.2672,8.7570732,0.0,0.0,0.0
2030,7.3227195,5.04524,19.317104,16.3327,12.42,24.285751,18.186996999999998,0.0,0.0,0.0
2035,7.4058413,2.81574,22.899900000000002,15.903979999999999,12.42,27.794416000000002,20.625148,0.0,0.0,0.0
2040,7.4058413,2.4444,26.565174,5.02332,12.42,31.614787,23.220104,0.0,0.0,0.0
2045,7.4058413,2.35704,29.50398,0.6888,12.42,35.784504,26.285550999999998,0.0,0.0,0.0
2050,7.4058413,2.2556,32.984307,0.6888,12.42,39.67653,29.027279,0.0,0.0,0.0
2025,0.0,7.5059,1.3476898000000002,16.3716,12.42,0.2672,8.689759400000002,0.0,0.0,0.0
2030,6.8151272,5.04524,21.064746,16.3327,12.42,31.395656,14.268284,0.15778824,0.0,0.0
2035,6.9652937,2.81574,24.338759,15.903979999999999,12.42,35.839307,16.440755,0.15778824,0.0,0.0
2040,6.9652937,2.4444,27.888293,5.02332,12.42,40.828668,18.78053,0.15778824,0.0,0.0
2045,6.9652937,2.35704,31.430992,0.6888,12.42,45.830448,21.119332999999997,0.15778824,0.0,0.0
2050,6.9652937,2.2556,35.256667,0.6888,12.42,51.127078000000004,23.108501,0.15778824,0.0,0.0
2025,0.0,7.5059,1.5166895,16.3716,12.42,0.2672,8.5507744,0.0,0.0,0.0
2030,8.314890799999999,5.04524,16.663332999999998,16.3327,12.42,23.80117,16.225292,1.7288251e-12,0.0,0.0
2035,8.4062919,2.81574,20.107827,15.903979999999999,12.42,27.258788,18.896555,1.0923398e-10,0.0,0.0
2040,8.4062919,2.4444,23.375147000000002,5.02332,12.42,31.255333,21.778443,5.4075523e-10,0.0,0.0
2045,8.4062919,2.35704,27.6402,0.6888,12.42,34.520123,24.468034,5.4075523e-10,0.0,0.0
2050,8.4062919,2.2556,30.746339,0.6888,12.42,38.724515,27.372002000000002,5.4075523e-10,0.0,0.0
2025,0.0,7.5059,1.0727215,16.3716,12.42,0.2672,8.8966054,0.0,0.0,0.0
2030,3.5192805,5.04524,25.388711999999998,16.3327,12.42,41.12773,14.896437,0.0,0.0,0.0
2035,3.5192805,2.81574,28.434465,15.903979999999999,12.42,46.185050000000004,16.782698,0.0,0.0,0.0
2040,3.5192805,2.4444,31.480218,5.02332,12.42,51.24237,18.66896,0.0,0.0,0.0
2045,3.5192805,2.35704,35.404914,0.6888,12.42,55.669275999999996,20.258492999999998,0.0,0.0,0.0
2050,3.5192805,2.2556,38.285565999999996,0.6888,12.42,60.961814,22.122143,0.0,0.0,0.0
2025,0.0,7.5059,1.4779999,16.3716,12.42,0.2672,9.5591319,-1.6479054e-10,1.8773077e-08,3.9803467e-06
2030,4.4729347,5.04524,20.867301,16.3327,12.42,34.767355,12.181492,1.4685565999999999,4.9367441000000006e-08,4.105369e-06
2035,4.4729347,2.8157401,24.349988,15.903979999999999,12.42,40.185369,14.104168,1.4685565999999999,8.0811861e-08,4.28565e-06
2040,4.4729347,2.4444000999999997,27.531605,5.0233202,12.42,46.024282,15.975386,1.4685565999999999,1.4807205999999998e-07,4.3764419e-06
2045,4.4729347,2.3570401000000003,30.651065,0.6888003,12.42,51.946225,17.838425,1.4685565999999999,1.7163296e-07,1.2302201e-05
2050,4.4729347,2.2556002,33.912474,0.6888003,12.42,57.671531,19.726602,1.4685565999999999,2.0979742000000002e-07,2.1600398e-05
2025,0.0,7.5059,1.3574583,16.3716,12.42,0.2672,8.3057265,0.0,0.0,0.0
2030,6.0552114,5.04524,20.28356,16.3327,12.42,35.200438000000005,11.353637,0.6588858400000001,0.0,0.0
2035,6.0552114,2.81574,23.543748,15.903979999999999,12.42,41.119779,13.214291999999999,0.6588858400000001,0.0,0.0
2040,6.0552114,2.4444,26.921841,5.02332,12.42,46.931785000000005,15.063781,0.6588858400000001,0.0,0.0
2045,6.0552114,2.35704,30.883951,0.6888,12.42,52.090306,16.869189,0.6588858400000001,0.0,0.0
2050,6.0552114,2.2556,34.494771,0.6888,12.42,57.644235,18.700897,0.6588858400000001,0.0,0.0
2025,0.0,7.5059,1.3985174,16.3716,12.42,0.2672,9.047687,0.0,0.0,0.0
2030,6.1287310999999995,5.04524,22.53379,16.3327,12.42,31.077213,15.158168,0.0,0.0,0.0
2035,6.1287310999999995,2.81574,25.390096,15.903979999999999,12.42,36.361644,17.474694,0.0,0.0,0.0
2040,6.1287310999999995,2.4444,28.714663,5.02332,12.42,41.127995000000006,19.747256,0.0,0.0,0.0
2045,6.1287310999999995,2.35704,32.558464,0.6888,12.42,45.318905,21.971863000000003,0.0,0.0,0.0
2050,6.1287310999999995,2.2556,35.787102,0.6888,12.42,50.188136,24.256111,0.0,0.0,0.0
2025,0.0,7.5059,1.5166895,16.3716,12.42,0.2672,8.7703208,0.0,0.0,0.0
2030,5.753176099999999,5.04524,20.956925,16.3327,12.42,35.961081,14.182711,0.0,0.0,0.0
2035,5.753176099999999,2.81574,23.729312,15.903979999999999,12.42,41.448089,16.228977999999998,0.0,0.0,0.0
2040,5.753176099999999,2.4444,26.76963,5.02332,12.42,46.650954,18.32117,0.0,0.0,0.0
2045,5.753176099999999,2.35704,30.502022,0.6888,12.42,51.181581,20.410211999999998,0.0,0.0,0.0
2050,5.753176099999999,2.2556,33.844649,0.6888,12.42,56.092159,22.498348999999997,0.0,0.0,0.0
2025,0.0,7.5059,1.3284619,16.3716,12.42,0.2672,9.3158565,1.167031e-10,0.0,0.0
2030,6.611277,5.04524,16.644472,16.3327,12.42,23.68908,15.332745000000001,1.2922225,0.0,0.0
2035,7.1918008,2.81574,18.692728,15.903979999999999,12.42,26.669696,17.313607,1.2922225,0.0,0.0
2040,7.235587000000001,2.4444,21.663033,5.02332,12.42,31.016403999999998,20.222572,1.2922225,0.0,0.0
2045,7.235587000000001,2.35704,25.39971,0.6888,12.42,35.417334000000004,22.891424999999998,1.2922225,0.0,0.0
2050,7.235587000000001,2.2556,29.175378000000002,0.6888,12.42,39.814216,25.544226,1.2922225,0.0,0.0
2025,0.0,7.5059,1.4146959,16.3716,12.42,0.2672,9.612313,7.558208e-09,3.6228126e-08,1.4667167999999998e-06
2030,4.577267,5.04524,24.064724,16.3327,12.42,38.875807,12.817932,0.46651685,4.8970083e-08,1.6020558e-06
2035,4.577267,2.81574,27.041196,15.903979999999999,12.42,44.916074,14.601460999999999,0.46651687,7.0452784e-08,1.8017567999999998e-06
2040,4.577267,2.4444,30.45661,5.02332,12.42,50.462305,16.373832,0.46651687,9.011656399999999e-08,2.0175702e-06
2045,4.577267,2.35704,34.092184,0.68880019,12.42,55.764497999999996,18.136635,0.46651687,1.1578439e-07,7.5934967e-06
2050,4.577267,2.2556003000000002,37.791205000000005,0.68880036,12.42,61.003275,19.895377,0.46651687,1.8957549e-07,7.7043456e-06
2025,0.0,7.5059,1.0421633,16.3716,12.42,0.2672,8.557084399999999,0.0,0.0,0.0
2030,5.6272952,5.04524,22.433545,16.3327,12.42,33.340074,14.270954,0.0,0.0,0.0
2035,5.6272952,2.81574,25.641883999999997,15.903979999999999,12.42,38.051089999999995,16.339299999999998,0.0,0.0,0.0
2040,5.6272952,2.4444,29.066603999999998,5.02332,12.42,42.657302,18.378077,0.0,0.0,0.0
2045,5.6272952,2.35704,32.756919,0.6888,12.42,47.0402,20.394444,0.0,0.0,0.0
2050,5.6272952,2.2556,35.766562,0.6888,12.42,52.035015,22.465296,0.0,0.0,0.0
2025,0.0,7.5059,1.1017031,16.3716,12.42,0.2672,8.751076300000001,0.0,0.0,0.0
2030,5.0186811,5.04524,22.154628,16.3327,12.42,32.003510999999996,17.523864,2.890769e-09,0.0,0.0
2035,5.0186811,2.81574,24.061449,15.903979999999999,12.42,37.402607,19.849383000000003,2.8912457e-09,0.0,0.0
2040,5.0186811,2.4444,26.914702000000002,5.02332,12.42,41.854315,22.272791,2.8912457e-09,0.0,0.0
2045,5.0186811,2.35704,30.639228,0.6888,12.42,45.453663,24.778328000000002,2.8915210000000003e-09,0.0,0.0
2050,5.0186811,2.2556,33.081101000000004,0.6888,12.42,50.408673,27.141139,2.8915210000000003e-09,0.0,0.0
2025,0.0,7.5059,1.3429702,16.3716,12.42,0.2672,8.6842797,0.0,0.0,0.0
2030,4.2358004000000005,5.04524,24.923741999999997,16.3327,12.42,36.831427000000005,14.342644,0.0,0.0,0.0
2035,4.2358004000000005,2.81574,28.060575,15.903979999999999,12.42,43.171148,15.274833000000001,0.0,0.0,0.0
2040,4.2358004000000005,2.4444,31.714686,5.02332,12.42,48.376435,16.555736,0.0,0.0,0.0
2045,4.2358004000000005,2.35704,35.631231,0.6888,12.42,52.242127999999994,18.520263,0.0,0.0,0.0
2050,4.2358004000000005,2.2556,39.281174,0.6888,12.42,56.78527,20.243543000000003,0.0,0.0,0.0
2025,0.0,7.5059,1.5118633,16.3716,12.42,0.2672,8.5464096,0.0,0.0,0.0
2030,7.5911526,5.04524,19.11018,16.3327,12.42,25.235049999999998,16.139161,0.0,0.0,0.0
2035,8.1477386,2.81574,21.482446,15.903979999999999,12.42,27.93245,18.011861,0.0,0.0,0.0
2040,8.1477386,2.4444,24.744705999999997,5.02332,12.42,32.006046999999995,20.850851,0.0,0.0,0.0
2045,8.1477386,2.35704,28.378434000000002,0.6888,12.42,35.901000999999994,23.543637999999998,0.0,0.0,0.0
2050,8.1477386,2.2556,32.258197,0.6888,12.42,39.623596,26.149666,0.0,0.0,0.0
2025,0.0,7.5059,1.0728932,16.3716,12.42,0.2672,8.8913662,0.0,0.0,0.0
2030,4.5584993,5.04524,23.163783,16.3327,12.42,32.613949,16.206984000000002,0.0,0.0,0.0
2035,4.5584993,2.81574,26.2767,15.903979999999999,12.42,36.939674,18.366426,0.0,0.0,0.0
